,participant_id,group,age,impulsivity,condition,trial,chose_delayed
0,1,SUD,32.483570765056164,0.36173569882881534,control,1,1
1,1,SUD,32.483570765056164,0.36173569882881534,control,2,1
2,1,SUD,32.483570765056164,0.36173569882881534,control,3,0
3,1,SUD,32.483570765056164,0.36173569882881534,control,4,0
4,1,SUD,32.483570765056164,0.36173569882881534,control,5,0
5,1,SUD,32.483570765056164,0.36173569882881534,control,6,0
6,1,SUD,32.483570765056164,0.36173569882881534,control,7,1
7,1,SUD,32.483570765056164,0.36173569882881534,control,8,1
8,1,SUD,32.483570765056164,0.36173569882881534,control,9,1
9,1,SUD,32.483570765056164,0.36173569882881534,control,10,1
10,1,SUD,32.483570765056164,0.36173569882881534,control,11,0
11,1,SUD,32.483570765056164,0.36173569882881534,control,12,0
12,1,SUD,32.483570765056164,0.36173569882881534,control,13,1
13,1,SUD,32.483570765056164,0.36173569882881534,control,14,0
14,1,SUD,32.483570765056164,0.36173569882881534,control,15,0
15,1,SUD,32.483570765056164,0.36173569882881534,control,16,1
16,1,SUD,32.483570765056164,0.36173569882881534,control,17,1
17,1,SUD,32.483570765056164,0.36173569882881534,control,18,0
18,1,SUD,32.483570765056164,0.36173569882881534,control,19,0
19,1,SUD,32.483570765056164,0.36173569882881534,control,20,0
20,1,SUD,32.483570765056164,0.36173569882881534,control,21,0
21,1,SUD,32.483570765056164,0.36173569882881534,control,22,0
22,1,SUD,32.483570765056164,0.36173569882881534,control,23,0
23,1,SUD,32.483570765056164,0.36173569882881534,control,24,0
24,1,SUD,32.483570765056164,0.36173569882881534,control,25,0
25,1,SUD,32.483570765056164,0.36173569882881534,control,26,0
26,1,SUD,32.483570765056164,0.36173569882881534,control,27,0
27,1,SUD,32.483570765056164,0.36173569882881534,control,28,0
28,1,SUD,32.483570765056164,0.36173569882881534,control,29,1
29,1,SUD,32.483570765056164,0.36173569882881534,control,30,0
30,1,SUD,32.483570765056164,0.36173569882881534,control,31,0
31,1,SUD,32.483570765056164,0.36173569882881534,control,32,0
32,1,SUD,32.483570765056164,0.36173569882881534,control,33,1
33,1,SUD,32.483570765056164,0.36173569882881534,control,34,0
34,1,SUD,32.483570765056164,0.36173569882881534,control,35,0
35,1,SUD,32.483570765056164,0.36173569882881534,control,36,0
36,1,SUD,32.483570765056164,0.36173569882881534,control,37,0
37,1,SUD,32.483570765056164,0.36173569882881534,control,38,0
38,1,SUD,32.483570765056164,0.36173569882881534,control,39,0
39,1,SUD,32.483570765056164,0.36173569882881534,control,40,0
40,1,SUD,32.483570765056164,0.36173569882881534,control,41,0
41,1,SUD,32.483570765056164,0.36173569882881534,control,42,1
42,1,SUD,32.483570765056164,0.36173569882881534,control,43,0
43,1,SUD,32.483570765056164,0.36173569882881534,control,44,0
44,1,SUD,32.483570765056164,0.36173569882881534,control,45,1
45,1,SUD,32.483570765056164,0.36173569882881534,control,46,0
46,1,SUD,32.483570765056164,0.36173569882881534,control,47,0
47,1,SUD,32.483570765056164,0.36173569882881534,control,48,0
48,1,SUD,32.483570765056164,0.36173569882881534,control,49,0
49,1,SUD,32.483570765056164,0.36173569882881534,control,50,1
50,1,SUD,32.483570765056164,0.36173569882881534,future,1,0
51,1,SUD,32.483570765056164,0.36173569882881534,future,2,0
52,1,SUD,32.483570765056164,0.36173569882881534,future,3,1
53,1,SUD,32.483570765056164,0.36173569882881534,future,4,1
54,1,SUD,32.483570765056164,0.36173569882881534,future,5,1
55,1,SUD,32.483570765056164,0.36173569882881534,future,6,1
56,1,SUD,32.483570765056164,0.36173569882881534,future,7,1
57,1,SUD,32.483570765056164,0.36173569882881534,future,8,0
58,1,SUD,32.483570765056164,0.36173569882881534,future,9,1
59,1,SUD,32.483570765056164,0.36173569882881534,future,10,1
60,1,SUD,32.483570765056164,0.36173569882881534,future,11,0
61,1,SUD,32.483570765056164,0.36173569882881534,future,12,0
62,1,SUD,32.483570765056164,0.36173569882881534,future,13,1
63,1,SUD,32.483570765056164,0.36173569882881534,future,14,1
64,1,SUD,32.483570765056164,0.36173569882881534,future,15,1
65,1,SUD,32.483570765056164,0.36173569882881534,future,16,1
66,1,SUD,32.483570765056164,0.36173569882881534,future,17,1
67,1,SUD,32.483570765056164,0.36173569882881534,future,18,0
68,1,SUD,32.483570765056164,0.36173569882881534,future,19,1
69,1,SUD,32.483570765056164,0.36173569882881534,future,20,1
70,1,SUD,32.483570765056164,0.36173569882881534,future,21,1
71,1,SUD,32.483570765056164,0.36173569882881534,future,22,1
72,1,SUD,32.483570765056164,0.36173569882881534,future,23,0
73,1,SUD,32.483570765056164,0.36173569882881534,future,24,0
74,1,SUD,32.483570765056164,0.36173569882881534,future,25,1
75,1,SUD,32.483570765056164,0.36173569882881534,future,26,1
76,1,SUD,32.483570765056164,0.36173569882881534,future,27,1
77,1,SUD,32.483570765056164,0.36173569882881534,future,28,1
78,1,SUD,32.483570765056164,0.36173569882881534,future,29,1
79,1,SUD,32.483570765056164,0.36173569882881534,future,30,1
80,1,SUD,32.483570765056164,0.36173569882881534,future,31,1
81,1,SUD,32.483570765056164,0.36173569882881534,future,32,1
82,1,SUD,32.483570765056164,0.36173569882881534,future,33,1
83,1,SUD,32.483570765056164,0.36173569882881534,future,34,1
84,1,SUD,32.483570765056164,0.36173569882881534,future,35,1
85,1,SUD,32.483570765056164,0.36173569882881534,future,36,1
86,1,SUD,32.483570765056164,0.36173569882881534,future,37,1
87,1,SUD,32.483570765056164,0.36173569882881534,future,38,0
88,1,SUD,32.483570765056164,0.36173569882881534,future,39,1
89,1,SUD,32.483570765056164,0.36173569882881534,future,40,1
90,1,SUD,32.483570765056164,0.36173569882881534,future,41,1
91,1,SUD,32.483570765056164,0.36173569882881534,future,42,1
92,1,SUD,32.483570765056164,0.36173569882881534,future,43,1
